ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global"
908,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,1,,,,,,,,,,,,,,,,0
909,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,1,,,,,,,,,,,,,,,,0
910,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,1,,,,,,,,,,,,,,,,0
911,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,1,,,,,,,,,,,,,,,,0
989,variation,,,1,0,visible,,,,,taxable,parent,1,9,0,0,,,,,1,,,,,,,,,,,,,,,,0
990,variation,,,1,0,visible,,,,,taxable,parent,1,5,0,0,,,,,1,,,,,,,,,,,,,,,,1
991,variation,,,1,0,visible,,,,,taxable,parent,1,6,0,0,,,,,1,,,,,,,,,,,,,,,,2
992,variation,,,1,0,visible,,,,,taxable,parent,1,7,0,0,,,,,1,,,,,,,,,,,,,,,,3
993,variation,,,1,0,visible,,,,,taxable,parent,1,0,0,0,,,,,1,,,,,,,,,,,,,,,,4
994,variation,,,1,0,visible,,,,,taxable,parent,1,10,0,0,,,,,1,,,,,,,,,,,,,,,,5
995,variation,,,0,0,visible,,,,,taxable,parent,1,2,0,0,,,,,1,,,,,,,,,,,,,,,,6
996,variation,#1231,,1,0,visible,,,,,taxable,parent,1,3,0,0,,,,,1,,12.99,,,,,,,,,,,,,,7
997,variation,,,1,0,visible,,,,,taxable,parent,1,4,0,0,,,,,1,,,,,,,,,,,,,,,,8
1011,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,1,,,,,,,,,,,,,,,,0
1012,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,1,,,,,,,,,,,,,,,,0
1013,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,1,,,,,,,,,,,,,,,,0
1014,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,1,,,,,,,,,,,,,,,,0
1015,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,1,,,,,,,,,,,,,,,,0
1016,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,1,,,,,,,,,,,,,,,,0
1017,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,1,,,,,,,,,,,,,,,,0
1018,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,1,,,,,,,,,,,,,,,,0
1019,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,1,,,,,,,,,,,,,,,,0
1020,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,1,,,,,,,,,,,,,,,,0
1021,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,1,,,,,,,,,,,,,,,,0
1022,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,1,,,,,,,,,,,,,,,,0
1023,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,1,,,,,,,,,,,,,,,,0
1024,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,1,,,,,,,,,,,,,,,,0
1025,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,1,,,,,,,,,,,,,,,,0
1026,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,1,,,,,,,,,,,,,,,,0
1027,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,1,,,,,,,,,,,,,,,,0
